iter	Passed	Remaining
406	1630	2375
407	1631	2367
408	1633	2360
409	1635	2353
410	1637	2347
411	1641	2342
412	1642	2334
413	1644	2327
414	1645	2319
415	1646	2311
416	1647	2303
417	1649	2296
418	1650	2288
419	1652	2282
420	1655	2276
421	1656	2268
422	1657	2261
423	1659	2254
424	1661	2247
425	1662	2240
426	1664	2233
427	1665	2226
428	1669	2221
429	1670	2214
430	1671	2207
431	1673	2200
432	1675	2194
433	1676	2186
434	1678	2179
435	1680	2173
436	1683	2168
437	1684	2161
438	1686	2155
439	1688	2148
440	1689	2141
441	1690	2134
442	1692	2128
443	1694	2121
444	1697	2116
445	1698	2110
446	1700	2103
447	1701	2096
448	1702	2089
449	1704	2083
450	1705	2076
451	1707	2070
452	1712	2067
453	1714	2061
454	1715	2055
455	1717	2049
456	1719	2042
457	1721	2037
458	1724	2032
459	1727	2028
460	1729	2022
461	1731	2016
462	1733	2010
463	1735	2004
464	1737	1999
465	1741	1995
466	1742	1989
467	1744	1982
468	1745	1976
469	1747	1970
470	1748	1964
471	1750	1957
472	1751	1951
473	1755	1948
474	1757	1942
475	1758	1936
476	1759	1929
477	1761	1923
478	1762	1917
479	1763	1910
480	1765	1904
481	1767	1899
482	1770	1895
483	1772	1889
484	1773	1883
485	1775	1877
486	1776	1871
487	1777	1865
488	1778	1858
489	1780	1853
490	1784	1849
491	1785	1843
492	1787	1837
493	1788	1832
494	1790	1826
495	1792	1820
496	1793	1815
497	1795	1809
498	1797	1804
499	1799	1799
500	1800	1793
501	1801	1787
502	1803	1781
503	1804	1776
504	1806	1770
505	1807	1764
506	1809	1759
507	1812	1755
508	1814	1749
509	1815	1744
510	1816	1738
511	1817	1732
512	1819	1727
513	1820	1721
514	1822	1716
515	1824	1711
516	1827	1707
517	1829	1701
518	1830	1696
519	1831	1690
520	1833	1685
521	1834	1679
522	1837	1675
523	1839	1671
524	1841	1666
525	1843	1660
526	1844	1655
527	1845	1649
528	1847	1644
529	1849	1639
530	1850	1634
531	1853	1630
532	1854	1625
533	1856	1619
534	1857	1614
535	1858	1609
536	1860	1604
537	1861	1598
538	1863	1593
539	1865	1588
540	1868	1585
541	1870	1580
542	1872	1575
543	1875	1571
544	1877	1567
545	1878	1562
546	1880	1557
547	1883	1553
548	1884	1548
549	1886	1543
550	1887	1538
551	1889	1533
552	1890	1528
553	1892	1523
554	1893	1518
555	1896	1514
556	1898	1509
557	1899	1504
558	1900	1499
559	1902	1494
560	1903	1489
561	1905	1484
562	1908	1481
563	1912	1478
564	1915	1474
565	1917	1470
566	1919	1465
567	1927	1466
568	1929	1461
569	1930	1456
570	1931	1451
571	1933	1446
572	1934	1441
573	1935	1436
574	1937	1432
575	1941	1429
576	1943	1424
577	1944	1419
578	1946	1415
579	1947	1410
580	1948	1405
581	1950	1400
582	1951	1396
583	1953	1391
584	1956	1387
585	1957	1383
586	1960	1379
587	1961	1374
588	1963	1369
589	1966	1366
590	1968	1362
591	1969	1357
592	1971	1353
593	1972	1348
594	1974	1343
595	1975	1339
596	1977	1335
597	1981	1332
598	1982	1327
599	1984	1322
600	1985	1318
601	1986	1313
602	1988	1308
603	1989	1304
604	1990	1299
605	1993	1295
606	1996	1292
607	1997	1287
608	1998	1283
609	2000	1278
610	2001	1274
611	2002	1269
612	2005	1265
613	2007	1262
614	2010	1258
615	2011	1254
616	2013	1249
617	2014	1245
618	2017	1241
619	2021	1238
620	2023	1234
621	2025	1230
622	2027	1226
623	2028	1222
624	2031	1218
625	2034	1215
626	2036	1211
627	2037	1207
628	2039	1202
629	2040	1198
630	2041	1194
631	2043	1189
632	2044	1185
633	2046	1181
634	2049	1177
635	2050	1173
636	2051	1169
637	2052	1164
638	2054	1160
639	2055	1156
640	2056	1151
641	2058	1147
642	2060	1143
643	2063	1140
644	2064	1136
645	2065	1132
646	2067	1127
647	2068	1123
648	2069	1119
649	2071	1115
650	2074	1111
651	2078	1109
652	2080	1105
653	2082	1101
654	2085	1098
655	2087	1094
656	2094	1093
657	2095	1089
658	2097	1085
659	2099	1081
660	2101	1077
661	2103	1073
662	2105	1070
663	2109	1067
664	2111	1063
665	2112	1059
666	2114	1055
667	2115	1051
668	2117	1047
669	2118	1043
670	2120	1039
671	2125	1037
672	2126	1033
673	2128	1029
674	2130	1025
675	2133	1022
676	2135	1018
677	2136	1014
678	2137	1010
679	2139	1006
680	2141	1003
681	2143	999
682	2147	996
683	2149	993
684	2152	989
685	2155	986
686	2157	982
687	2158	978
688	2162	975
689	2164	972
690	2167	969
691	2170	965
692	2171	962
693	2173	958
694	2174	954
695	2176	950
696	2177	946
697	2179	942
698	2181	939
699	2184	936
700	2186	932
701	2188	929
702	2190	925
703	2192	921
704	2198	920
705	2200	916
706	2202	912
707	2204	909
708	2207	905
709	2209	902
710	2220	902
711	2222	899
712	2224	895
713	2226	891
714	2230	888
715	2232	885
716	2237	883
717	2239	879
718	2240	875
719	2254	876
720	2256	873
721	2274	875
722	2276	872
723	2277	868
724	2279	864
725	2281	861
726	2283	857
727	2284	853
728	2287	850
729	2292	848
730	2294	844
731	2301	842
732	2303	839
733	2308	836
734	2310	833
735	2318	831
736	2320	828
737	2322	824
738	2323	820
739	2325	817
740	2330	814
741	2337	812
742	2339	809
743	2341	805
744	2343	802
745	2345	798
746	2349	795
747	2354	793
748	2356	789
749	2358	786
750	2363	783
751	2365	779
752	2367	776
753	2368	772
754	2370	769
755	2375	766
756	2379	763
757	2381	760
758	2382	756
759	2384	752
760	2386	749
761	2387	745
762	2399	745
763	2400	741
764	2415	742
765	2423	740
766	2425	736
767	2427	733
768	2431	730
769	2433	726
770	2436	723
771	2441	721
772	2445	718
773	2447	714
774	2450	711
775	2460	710
776	2462	706
777	2465	703
778	2470	700
779	2472	697
780	2474	693
781	2476	690
782	2478	686
783	2479	683
784	2490	682
785	2492	678
786	2494	675
787	2497	671
788	2500	668
789	2502	665
790	2505	662
791	2508	658
792	2512	655
793	2516	652
794	2517	649
795	2519	645
796	2520	642
797	2522	638
798	2523	634
799	2525	631
800	2526	627
801	2529	624
802	2530	620
803	2532	617
804	2534	613
805	2535	610
806	2537	606
807	2538	603
808	2540	599
809	2542	596
810	2544	592
811	2545	589
812	2547	585
813	2548	582
814	2550	579
815	2553	575
816	2557	572
817	2559	569
818	2560	565
819	2562	562
820	2564	559
821	2565	555
822	2568	552
823	2571	549
824	2573	545
825	2574	542
826	2575	538
827	2577	535
828	2578	531
829	2579	528
830	2581	524
831	2582	521
832	2586	518
833	2587	514
834	2588	511
835	2590	508
836	2591	504
837	2592	501
838	2594	497
839	2595	494
840	2597	491
841	2599	487
842	2600	484
843	2602	481
844	2603	477
845	2605	474
846	2607	470
847	2609	467
848	2611	464
849	2613	461
850	2615	457
851	2616	454
852	2617	451
853	2619	447
854	2620	444
855	2621	441
856	2622	437
857	2624	434
858	2625	430
859	2629	428
860	2631	424
861	2632	421
862	2633	418
863	2635	414
864	2636	411
865	2637	408
866	2639	404
867	2642	401
868	2643	398
869	2645	395
870	2646	391
871	2648	388
872	2649	385
873	2650	382
874	2652	378
875	2653	375
876	2657	372
877	2658	369
878	2660	366
879	2661	362
880	2662	359
881	2664	356
882	2665	353
883	2667	349
884	2668	346
885	2671	343
886	2673	340
887	2674	337
888	2675	334
889	2677	330
890	2678	327
891	2679	324
892	2681	321
893	2683	318
894	2686	315
895	2687	311
896	2689	308
897	2690	305
898	2691	302
899	2693	299
900	2694	296
901	2696	292
902	2698	289
903	2699	286
904	2701	283
905	2702	280
906	2705	277
907	2707	274
908	2709	271
909	2710	268
910	2713	265
911	2714	261
912	2716	258
913	2717	255
914	2720	252
915	2721	249
916	2722	246
917	2724	243
918	2727	240
919	2728	237
920	2731	234
921	2732	231
922	2734	228
923	2735	225
924	2737	221
925	2739	218
926	2742	215
927	2743	212
928	2745	209
929	2746	206
930	2747	203
931	2749	200
932	2750	197
933	2752	194
934	2754	191
935	2756	188
936	2758	185
937	2759	182
938	2761	179
939	2762	176
940	2764	173
941	2765	170
942	2770	167
943	2771	164
944	2773	161
945	2774	158
946	2775	155
947	2777	152
948	2785	149
949	2787	146
950	2789	143
951	2791	140
952	2795	137
953	2800	135
954	2802	132
955	2806	129
956	2807	126
957	2811	123
958	2817	120
959	2819	117
960	2821	114
961	2827	111
962	2831	108
963	2832	105
964	2834	102
965	2835	99
966	2837	96
967	2839	93
968	2840	90
969	2844	87
970	2845	84
971	2848	82
972	2850	79
973	2851	76
974	2854	73
975	2855	70
976	2860	67
977	2862	64
978	2863	61
979	2865	58
980	2866	55
981	2867	52
982	2869	49
983	2871	46
984	2875	43
985	2877	40
986	2879	37
987	2882	35
988	2883	32
989	2887	29
990	2889	26
991	2891	23
992	2892	20
993	2895	17
994	2940	14
995	2942	11
996	2945	8
997	2957	5
998	2959	2
999	2961	0
